STATION,DATE,TMAX,TMIN,TDIF,RAIN?,WT01,WT02,WT03,WT04,WT05,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT22
USW00024233,6/13/2013,70,53,17,0,,,,,,,,,,,,,,,
USW00024233,6/14/2013,68,54,14,0,,,,,,,,,,,,,,,
USW00024233,6/15/2013,78,50,28,0,,,,,,,,,,,,,,,
USW00024233,6/16/2013,75,55,20,0,,,,,,,,,,,,,,,
USW00024233,6/17/2013,78,57,21,0,,,,,,,,,,,,,,,
USW00024233,6/18/2013,74,56,18,1,1,,,,,,,,,,,,,,
USW00024233,6/19/2013,68,55,13,0,,,,,,,,,,,,,,,
USW00024233,6/20/2013,63,55,8,0,,,,,,,,,,,,,,,
USW00024233,6/21/2013,69,54,15,0,,,,,,,,,,,,,,,
USW00024233,6/22/2013,78,53,25,0,,,,,,,,,,,,,,,
USW00024233,6/23/2013,72,59,13,1,1,,,,,,,,,,,,,,
USW00024233,6/24/2013,70,57,13,1,1,,,,,,,,,,,,,,
USW00024233,6/25/2013,74,58,16,0,,,,,,,,,,,,,,,
USW00024233,6/26/2013,72,59,13,1,1,,,,,,,,,,,,,,
USW00024233,6/27/2013,70,62,8,1,1,,,,,,,,,,,,,,
USW00024233,6/28/2013,87,61,26,0,,,,,,,,,,,,,,,
USW00024233,6/29/2013,86,65,21,0,,,,,,,,,,,,,,,
USW00024233,6/30/2013,93,63,30,0,,,,,,,,,,,,,,,
USW00024233,7/1/2013,89,65,24,0,,,,,,,,,,,,,,,
USW00024233,7/2/2013,83,60,23,0,,,,,,,,,,,,,,,
USW00024233,7/3/2013,79,62,17,0,,,,,,,,,,,,,,,
USW00024233,7/4/2013,71,57,14,1,1,,,,,,,,,,,,,,
USW00024233,7/5/2013,74,57,17,0,,,,,,,,,,,,,,,
USW00024233,7/6/2013,79,56,23,0,,,,,,,,,,,,,,,
USW00024233,7/7/2013,75,57,18,0,,,,,,,,,,,,,,,
USW00024233,7/8/2013,80,56,24,0,,,,,,,,,,,,,,,
USW00024233,7/9/2013,86,59,27,0,,,,,,,,,,,,,,,
USW00024233,7/10/2013,72,57,15,0,,,,,,,,,,,,,,,
USW00024233,7/11/2013,73,54,19,0,,,,,,,,,,,,,,,
USW00024233,7/12/2013,67,56,11,0,,,,,,,,,,,,,,,
USW00024233,7/13/2013,79,52,27,0,,,,,,,,,,,,,,,
USW00024233,7/14/2013,82,55,27,0,,,,,,,,,,,,,,,
USW00024233,7/15/2013,82,58,24,0,,,,,,,,,,,,,,,
USW00024233,7/16/2013,88,65,23,0,,,,,,,,,,,,,,,
USW00024233,7/17/2013,72,59,13,1,,,1,,,,,,,,,,,,
USW00024233,7/18/2013,79,57,22,0,,,,,,,,,,,,,,,
USW00024233,7/19/2013,82,56,26,0,,,,,,,,,,,,,,,
USW00024233,7/20/2013,77,56,21,0,,,,,,,,,,,,,,,
USW00024233,7/21/2013,75,55,20,0,,,,,,,,,,,,,,,
USW00024233,7/22/2013,79,56,23,1,1,,,,,,,,,,,,,,
USW00024233,7/23/2013,88,57,31,0,,,,,,,,,,,,,,,
USW00024233,7/24/2013,88,58,30,0,,,,,,,,,,,,,,,
USW00024233,7/25/2013,88,55,33,0,,,,,,,,,,,,,,,
USW00024233,7/26/2013,88,58,30,0,,,,,,,,,,,,,,,
USW00024233,7/27/2013,78,55,23,0,,,,,,,,,,,,,,,
USW00024233,7/28/2013,70,54,16,1,1,,,,,,,,,,,,,,
USW00024233,7/29/2013,77,56,21,0,,,,,,,,,,,,,,,
USW00024233,7/30/2013,77,56,21,0,,,,,,,,,,,,,,,
USW00024233,7/31/2013,71,56,15,0,,,,,,,,,,,,,,,
USW00024233,8/1/2013,69,56,13,0,,,,,,,,,,,,,,,
USW00024233,8/2/2013,63,59,4,0,,,,,,,,,,,,,,,
USW00024233,8/3/2013,77,60,17,1,1,,,,,,,,,,,,,,
USW00024233,8/4/2013,84,59,25,0,,,,,,,,,,,,,,,
USW00024233,8/5/2013,86,59,27,0,,,,,,,,,,,,,,,
USW00024233,8/6/2013,87,57,30,0,,,,,,,,,,,,,,,
USW00024233,8/7/2013,88,57,31,0,,,,,,,,,,,,,,,
USW00024233,8/8/2013,83,58,25,0,,,,,,,,,,,,,,,
USW00024233,8/9/2013,83,58,25,1,,,1,,,,,,,,,,,,
USW00024233,8/10/2013,78,59,19,0,,,,,,,,,,,,,,,
USW00024233,8/11/2013,77,58,19,0,,,,,,,,,,,,,,,
USW00024233,8/12/2013,78,61,17,0,,,,,,,,,,,,,,,
USW00024233,8/13/2013,82,59,23,0,,,,,,,,,,,,,,,
USW00024233,8/14/2013,81,59,22,0,,,,,,,,,,,,,,,
USW00024233,8/15/2013,70,63,7,0,,,,,,,,,,,,,,,
USW00024233,8/16/2013,84,61,23,1,1,,,,,,,,,,,,,,
USW00024233,8/17/2013,78,63,15,0,,,,,,,,,,,,,,,
USW00024233,8/18/2013,79,60,19,0,,,,,,,,,,,,,,,
USW00024233,8/19/2013,80,60,20,0,,,,,,,,,,,,,,,
USW00024233,8/20/2013,78,61,17,0,,,,,,,,,,,,,,,
USW00024233,8/21/2013,82,59,23,0,,,,,,,,,,,,,,,
USW00024233,8/22/2013,84,59,25,0,,,,,,,,,,,,,,,
USW00024233,8/23/2013,77,61,16,0,,,,,,,,,,,,,,,
USW00024233,8/24/2013,77,62,15,0,,,,,,,,,,,,,,,
USW00024233,8/25/2013,72,61,11,0,,,,,,,,,,,,,,,
USW00024233,8/26/2013,76,61,15,0,,,,,,,,,,,,,,,
USW00024233,8/27/2013,80,63,17,0,,,,,,,,,,,,,,,
USW00024233,8/28/2013,80,60,20,1,1,,,,,,,,,,,,,,
USW00024233,8/29/2013,75,65,10,0,,,,,,,,,,,,,,,
USW00024233,8/30/2013,79,61,18,0,,,,,,,,,,,,,,,
USW00024233,8/31/2013,82,57,25,0,,,,,,,,,,,,,,,
USW00024233,9/1/2013,82,60,22,0,,,,,,,,,,,,,,,
USW00024233,9/2/2013,82,63,19,0,,,,,,,,,,,,,,,
USW00024233,9/3/2013,77,62,15,1,1,,,,,,,,,,,,,,
USW00024233,9/4/2013,73,61,12,1,1,,,,,,,,,,,,,,
USW00024233,9/5/2013,68,60,8,0,,,,,,,,,,,,,,,
USW00024233,9/6/2013,71,61,10,1,1,,,,,,,,,,,,,,
USW00024233,9/7/2013,74,63,11,0,,,,,,,,,,,,,,,
USW00024233,9/8/2013,80,58,22,1,1,,,,,,,,,,,,,,
USW00024233,9/9/2013,79,57,22,0,,,,,,,,,,,,,,,
USW00024233,9/10/2013,80,59,21,0,,,,,,,,,,,,,,,
USW00024233,9/11/2013,93,61,32,0,,,,,,,,,,,,,,,
USW00024233,9/12/2013,78,59,19,0,,,,,,,,,,,,,,,
USW00024233,9/13/2013,66,60,6,0,,,,,,,,,,,,,,,
USW00024233,9/14/2013,71,60,11,1,1,,,,,,,,,,,,,,
USW00024233,9/15/2013,66,58,8,0,,,,,,,,,,,,,,,
USW00024233,9/16/2013,71,59,12,1,1,,,,,,,,,,,,,,
USW00024233,9/17/2013,64,57,7,0,,,,,,,,,,,,,,,
USW00024233,9/18/2013,70,56,14,0,,,,,,,,,,,,,,,
USW00024233,9/19/2013,78,50,28,0,,,,,,,,,,,,,,,
USW00024233,9/20/2013,74,56,18,1,1,,,,,,,,,,,,,,
USW00024233,9/21/2013,70,56,14,0,,,,,,,,,,,,,,,
USW00024233,9/22/2013,63,56,7,1,1,,,,,,,,,,,,,,
USW00024233,9/23/2013,61,52,9,1,1,,,,,,,,,,,,,,
USW00024233,9/24/2013,64,50,14,0,,,,,,,,,,,,,,,
USW00024233,9/25/2013,61,49,12,1,1,,,,,,,,,,,,,,
USW00024233,9/26/2013,63,45,18,0,,,,,,,,,,,,,,,
USW00024233,9/27/2013,57,51,6,1,1,,,,,,,,,,,,,,
USW00024233,9/28/2013,62,53,9,1,1,,,,,,,,,,,,,,
USW00024233,9/29/2013,58,52,6,0,,,,,,,,,,,,,,,
USW00024233,9/30/2013,57,50,7,1,1,,,,,,,,,,,,,,
USW00024233,10/1/2013,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,10/2/2013,55,49,6,1,1,,,,,,,,,,,,,,
USW00024233,10/3/2013,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,10/4/2013,64,42,22,0,,,,,,,,,,,,,,,
USW00024233,10/5/2013,68,47,21,0,,,,,,,,,,,,,,,
USW00024233,10/6/2013,73,46,27,1,1,,,,,,,,,,,,,,
USW00024233,10/7/2013,61,53,8,1,1,,,,,,,,,,,,,,
USW00024233,10/8/2013,57,46,11,1,,,1,,,,,,,,,,,,
USW00024233,10/9/2013,59,42,17,0,,,,,,,,,,,,,,,
USW00024233,10/10/2013,58,47,11,1,1,,,,,,,,,,,,,,
USW00024233,10/11/2013,57,51,6,0,,,,,,,,,,,,,,,
USW00024233,10/12/2013,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,10/13/2013,59,44,15,1,1,,,,,,,,,,,,,,
USW00024233,10/14/2013,60,39,21,0,,,,,,,,,,,,,,,
USW00024233,10/15/2013,60,41,19,0,,,,,,,,,,,,,,,
USW00024233,10/16/2013,55,48,7,1,1,,,,,,,,,,,,,,
USW00024233,10/17/2013,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,10/18/2013,55,45,10,0,,,,,,,,,,,,,,,
USW00024233,10/19/2013,51,46,5,0,,,,,,,,,,,,,,,
USW00024233,10/20/2013,51,46,5,0,,,,,,,,,,,,,,,
USW00024233,10/21/2013,53,47,6,0,,,,,,,,,,,,,,,
USW00024233,10/22/2013,58,45,13,0,,,,,,,,,,,,,,,
USW00024233,10/23/2013,55,43,12,0,,,,,,,,,,,,,,,
USW00024233,10/24/2013,50,43,7,0,,,,,,,,,,,,,,,
USW00024233,10/25/2013,54,46,8,0,,,,,,,,,,,,,,,
USW00024233,10/26/2013,53,47,6,0,,,,,,,,,,,,,,,
USW00024233,10/27/2013,57,47,10,1,1,,,,,,,,,,,,,,
USW00024233,10/28/2013,58,45,13,0,,,,,,,,,,,,,,,
USW00024233,10/29/2013,56,38,18,0,,,,,,,,,,,,,,,
USW00024233,10/30/2013,59,42,17,0,,,,,,,,,,,,,,,
USW00024233,10/31/2013,58,51,7,1,1,,,,,,,,,,,,,,
USW00024233,11/1/2013,64,53,11,0,,,,,,,,,,,,,,,
USW00024233,11/2/2013,58,47,11,1,1,,,,,,,,,,,,,,
USW00024233,11/3/2013,54,40,14,0,,,,,,,,,,,,,,,
USW00024233,11/4/2013,51,39,12,1,,,,,,1,,,,,,,,,
USW00024233,11/5/2013,56,45,11,1,1,,,,,,,,,,,,,,
USW00024233,11/6/2013,55,46,9,0,,,,,,,,,,,,,,,
USW00024233,11/7/2013,52,50,2,1,1,,,,,,,,,,,,,,
USW00024233,11/8/2013,56,45,11,0,,,,,,,,,,,,,,,
USW00024233,11/9/2013,52,41,11,0,,,,,,,,,,,,,,,
USW00024233,11/10/2013,52,47,5,0,,,,,,,,,,,,,,,
USW00024233,11/11/2013,61,43,18,1,1,,,,,,,,,,,,,,
USW00024233,11/12/2013,60,48,12,1,1,,,,,,,,,,,,,,
USW00024233,11/13/2013,57,51,6,0,,,,,,,,,,,,,,,
USW00024233,11/14/2013,52,43,9,1,1,,,,,,,,,,,,,,
USW00024233,11/15/2013,51,45,6,0,,,,,,,,,,,,,,,
USW00024233,11/16/2013,50,41,9,0,,,,,,,,,,,,,,,
USW00024233,11/17/2013,53,45,8,1,1,,,,,,,,,,,,,,
USW00024233,11/18/2013,55,49,6,1,1,,,,,,,,,,,,,,
USW00024233,11/19/2013,56,40,16,1,1,,,,,,,,,,,,,,
USW00024233,11/20/2013,46,35,11,0,,,,,,,,,,,,,,,
USW00024233,11/21/2013,46,31,15,0,,,,,,,,,,,,,,,
USW00024233,11/22/2013,49,32,17,0,,,,,,,,,,,,,,,
USW00024233,11/23/2013,52,34,18,0,,,,,,,,,,,,,,,
USW00024233,11/24/2013,53,33,20,1,1,,,,,,,,,,,,,,
USW00024233,11/25/2013,54,36,18,0,,,,,,,,,,,,,,,
USW00024233,11/26/2013,54,37,17,0,,,,,,,,,,,,,,,
USW00024233,11/27/2013,58,42,16,0,,,,,,,,,,,,,,,
USW00024233,11/28/2013,53,38,15,0,,,,,,,,,,,,,,,
USW00024233,11/29/2013,49,41,8,1,1,,,,,,,,,,,,,,
USW00024233,11/30/2013,52,45,7,1,1,,,,,,,,,,,,,,
USW00024233,12/1/2013,56,46,10,1,1,,,,,,,,,,,,,,
USW00024233,12/2/2013,46,35,11,0,,,,,,,,,,,,,,,
USW00024233,12/3/2013,41,31,10,0,,,,,,,,,,,,,,,
USW00024233,12/4/2013,40,28,12,0,,,,,,,,,,,,,,,
USW00024233,12/5/2013,34,23,11,0,,,,,,,,,,,,,,,
USW00024233,12/6/2013,34,24,10,0,,,,,,,,,,,,,,,
USW00024233,12/7/2013,32,19,13,0,,,,,,,,,,,,,,,
USW00024233,12/8/2013,36,20,16,0,,,,,,,,,,,,,,,
USW00024233,12/9/2013,34,23,11,0,,,,,,,,,,,,,,,
USW00024233,12/10/2013,42,33,9,0,,,,,,,,,,,,,,,
USW00024233,12/11/2013,41,29,12,0,,,,,,,,,,,,,,,
USW00024233,12/12/2013,42,31,11,0,,,,,,,,,,,,,,,
USW00024233,12/13/2013,49,42,7,1,1,,,,,,,,,,,,,,
USW00024233,12/14/2013,49,43,6,0,,,,,,,,,,,,,,,
USW00024233,12/15/2013,53,47,6,1,1,,,,,,,,,,,,,,
USW00024233,12/16/2013,50,40,10,0,,,,,,,,,,,,,,,
USW00024233,12/17/2013,47,40,7,0,,,,,,,,,,,,,,,
USW00024233,12/18/2013,46,36,10,1,1,,,,,,,,,,,,,,
USW00024233,12/19/2013,41,32,9,0,,,,,,,,,,,,,,,
USW00024233,12/20/2013,47,33,14,1,1,,,,,,,,,,,,,,
USW00024233,12/21/2013,48,42,6,1,1,,,,,,,,,,,,,,
USW00024233,12/22/2013,51,47,4,1,1,,,,,,,,,,,,,,
USW00024233,12/23/2013,53,43,10,1,1,,,,,,,,,,,,,,
USW00024233,12/24/2013,47,37,10,0,,,,,,,,,,,,,,,
USW00024233,12/25/2013,44,35,9,0,,,,,,,,,,,,,,,
USW00024233,12/26/2013,44,33,11,0,,,,,,,,,,,,,,,
USW00024233,12/27/2013,48,32,16,1,1,,,,,,,,,,,,,,
USW00024233,12/28/2013,49,38,11,0,,,,,,,,,,,,,,,
USW00024233,12/29/2013,45,35,10,0,,,,,,,,,,,,,,,
USW00024233,12/30/2013,48,40,8,0,,,,,,,,,,,,,,,
USW00024233,12/31/2013,47,41,6,0,,,,,,,,,,,,,,,
USW00024233,1/1/2014,45,38,7,0,,,,,,,,,,,,,,,
USW00024233,1/2/2014,51,43,8,0,,,,,,,,,,,,,,,
USW00024233,1/3/2014,48,37,11,1,1,,,,,,,,,,,,,,
USW00024233,1/4/2014,46,33,13,1,1,,,,,,,,,,,,,,
USW00024233,1/5/2014,47,31,16,0,,,,,,,,,,,,,,,
USW00024233,1/6/2014,46,31,15,1,1,,,,,,,,,,,,,,
USW00024233,1/7/2014,47,41,6,0,,,,,,,,,,,,,,,
USW00024233,1/8/2014,50,45,5,1,1,,,,,,,,,,,,,,
USW00024233,1/9/2014,49,42,7,1,1,,,,,,,,,,,,,,
USW00024233,1/10/2014,55,47,8,0,,,,,,,,,,,,,,,
USW00024233,1/11/2014,58,45,13,1,1,,,,,,,,,,,,,,
USW00024233,1/12/2014,52,42,10,1,1,,,,,,,,,,,,,,
USW00024233,1/13/2014,51,50,1,0,,,,,,,,,,,,,,,
USW00024233,1/14/2014,52,45,7,0,,,,,,,,,,,,,,,
USW00024233,1/15/2014,52,42,10,0,,,,,,,,,,,,,,,
USW00024233,1/16/2014,44,40,4,0,,,,,,,,,,,,,,,
USW00024233,1/17/2014,42,37,5,0,,,,,,,,,,,,,,,
USW00024233,1/18/2014,49,33,16,0,,,,,,,,,,,,,,,
USW00024233,1/19/2014,43,38,5,0,,,,,,,,,,,,,,,
USW00024233,1/20/2014,50,37,13,0,,,,,,,,,,,,,,,
USW00024233,1/21/2014,50,35,15,0,,,,,,,,,,,,,,,
USW00024233,1/22/2014,49,42,7,0,,,,,,,,,,,,,,,
USW00024233,1/23/2014,50,37,13,1,1,,,,,,,,,,,,,,
USW00024233,1/24/2014,55,34,21,0,,,,,,,,,,,,,,,
USW00024233,1/25/2014,54,34,20,0,,,,,,,,,,,,,,,
USW00024233,1/26/2014,47,33,14,0,,,,,,,,,,,,,,,
USW00024233,1/27/2014,49,35,14,0,,,,,,,,,,,,,,,
USW00024233,1/28/2014,52,43,9,1,1,,,,,,,,,,,,,,
USW00024233,1/29/2014,52,45,7,1,1,,,,,,,,,,,,,,
USW00024233,1/30/2014,47,43,4,0,,,,,,,,,,,,,,,
USW00024233,1/31/2014,46,42,4,1,1,,,,,,,,,,,,,,
USW00024233,2/1/2014,46,37,9,0,,,,,,,,,,,,,,,
USW00024233,2/2/2014,48,34,14,0,,,,,,,,,,,,,,,
USW00024233,2/3/2014,41,32,9,0,,,,,,,,,,,,,,,
USW00024233,2/4/2014,37,28,9,0,,,,,,,,,,,,,,,
USW00024233,2/5/2014,31,22,9,0,,,,,,,,,,,,,,,
USW00024233,2/6/2014,29,21,8,0,,,,,,,,,,,,,,,
USW00024233,2/7/2014,38,23,15,0,,,,,,,,,,,,,,,
USW00024233,2/8/2014,42,31,11,1,1,,,,,,,,,,,,,,
USW00024233,2/9/2014,39,32,7,1,1,,,,,,,,,,,,,,
USW00024233,2/10/2014,50,36,14,1,1,,,,,,,,,,,,,,
USW00024233,2/11/2014,54,42,12,1,1,,,,,,,,,,,,,,
USW00024233,2/12/2014,54,45,9,1,1,,,,,,,,,,,,,,
USW00024233,2/13/2014,55,46,9,1,1,,,,,,,,,,,,,,
USW00024233,2/14/2014,53,43,10,1,1,,,,,,,,,,,,,,
USW00024233,2/15/2014,52,41,11,1,1,,,,,,,,,,,,,,
USW00024233,2/16/2014,49,39,10,1,1,,,,,,,,,,,,,,
USW00024233,2/17/2014,47,40,7,1,1,,,,,,,,,,,,,,
USW00024233,2/18/2014,48,41,7,1,1,,,,,,,,,,,,,,
USW00024233,2/19/2014,47,39,8,0,,,,,,,,,,,,,,,
USW00024233,2/20/2014,50,42,8,1,1,,,,,,,,,,,,,,
USW00024233,2/21/2014,44,39,5,1,1,,,,,,,,,,,,,,
USW00024233,2/22/2014,42,37,5,1,1,,,,,,,,,,,,,,
USW00024233,2/23/2014,45,39,6,1,1,,,,,,,,,,,,,,
USW00024233,2/24/2014,44,38,6,1,1,,,,,,,,,,,,,,
USW00024233,2/25/2014,54,39,15,1,1,,,,,,,,,,,,,,
USW00024233,2/26/2014,57,42,15,0,,,,,,,,,,,,,,,
USW00024233,2/27/2014,55,40,15,0,,,,,,,,,,,,,,,
USW00024233,2/28/2014,58,40,18,0,,,,,,,,,,,,,,,
USW00024233,3/1/2014,45,40,5,0,,,,,,,,,,,,,,,
USW00024233,3/2/2014,52,37,15,1,1,,,,,,,,,,,,,,
USW00024233,3/3/2014,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,3/4/2014,57,46,11,1,1,,,,,,,,,,,,,,
USW00024233,3/5/2014,60,51,9,1,1,,,,,,,,,,,,,,
USW00024233,3/6/2014,56,50,6,1,1,,,,,,,,,,,,,,
USW00024233,3/7/2014,60,48,12,0,,,,,,,,,,,,,,,
USW00024233,3/8/2014,55,44,11,1,1,,,,,,,,,,,,,,
USW00024233,3/9/2014,59,49,10,1,1,,,,,,,,,,,,,,
USW00024233,3/10/2014,54,43,11,1,1,,,,,,,,,,,,,,
USW00024233,3/11/2014,58,40,18,1,1,,,,,,,,,,,,,,
USW00024233,3/12/2014,61,38,23,1,1,,,,,,,,,,,,,,
USW00024233,3/13/2014,57,41,16,1,1,,,,,,,,,,,,,,
USW00024233,3/14/2014,58,47,11,1,1,,,,,,,,,,,,,,
USW00024233,3/15/2014,62,40,22,1,1,,,,,,,,,,,,,,
USW00024233,3/16/2014,51,40,11,1,1,,,,,,,,,,,,,,
USW00024233,3/17/2014,50,37,13,1,1,,,,,,,,,,,,,,
USW00024233,3/18/2014,50,38,12,0,,,,,,,,,,,,,,,
USW00024233,3/19/2014,52,38,14,0,,,,,,,,,,,,,,,
USW00024233,3/20/2014,52,35,17,0,,,,,,,,,,,,,,,
USW00024233,3/21/2014,51,37,14,0,,,,,,,,,,,,,,,
USW00024233,3/22/2014,52,34,18,0,,,,,,,,,,,,,,,
USW00024233,3/23/2014,55,40,15,0,,,,,,,,,,,,,,,
USW00024233,3/24/2014,66,37,29,0,,,,,,,,,,,,,,,
USW00024233,3/25/2014,57,44,13,1,1,,,,,,,,,,,,,,
USW00024233,3/26/2014,52,42,10,1,1,,,,,,,,,,,,,,
USW00024233,3/27/2014,54,44,10,1,1,,,,,,,,,,,,,,
USW00024233,3/28/2014,53,45,8,1,1,,,,,,,,,,,,,,
USW00024233,3/29/2014,53,45,8,1,1,,,,,,,,,,,,,,
USW00024233,3/30/2014,52,41,11,0,,,,,,,,,,,,,,,
USW00024233,3/31/2014,60,36,24,0,,,,,,,,,,,,,,,
USW00024233,4/1/2014,58,44,14,0,,,,,,,,,,,,,,,
USW00024233,4/2/2014,58,42,16,0,,,,,,,,,,,,,,,
USW00024233,4/3/2014,56,43,13,0,,,,,,,,,,,,,,,
USW00024233,4/4/2014,55,43,12,0,,,,,,,,,,,,,,,
USW00024233,4/5/2014,53,46,7,1,1,,,,,,,,,,,,,,
USW00024233,4/6/2014,57,47,10,0,,,,,,,,,,,,,,,
USW00024233,4/7/2014,70,49,21,0,,,,,,,,,,,,,,,
USW00024233,4/8/2014,60,47,13,1,1,,,,,,,,,,,,,,
USW00024233,4/9/2014,58,44,14,0,,,,,,,,,,,,,,,
USW00024233,4/10/2014,59,44,15,0,,,,,,,,,,,,,,,
USW00024233,4/11/2014,63,41,22,0,,,,,,,,,,,,,,,
USW00024233,4/12/2014,61,46,15,0,,,,,,,,,,,,,,,
USW00024233,4/13/2014,69,42,27,0,,,,,,,,,,,,,,,
USW00024233,4/14/2014,68,42,26,0,,,,,,,,,,,,,,,
USW00024233,4/15/2014,58,46,12,0,,,,,,,,,,,,,,,
USW00024233,4/16/2014,52,48,4,1,1,,,,,,,,,,,,,,
USW00024233,4/17/2014,53,45,8,1,1,,,,,,,,,,,,,,
USW00024233,4/18/2014,58,42,16,0,,,,,,,,,,,,,,,
USW00024233,4/19/2014,53,42,11,1,1,,,,,,,,,,,,,,
USW00024233,4/20/2014,60,42,18,0,,,,,,,,,,,,,,,
USW00024233,4/21/2014,63,46,17,1,1,,,,,,,,,,,,,,
USW00024233,4/22/2014,54,41,13,1,1,,,,,,,,,,,,,,
USW00024233,4/23/2014,53,43,10,1,1,,,,,,,,,,,,,,
USW00024233,4/24/2014,57,43,14,1,1,,,,,,,,,,,,,,
USW00024233,4/25/2014,58,42,16,0,,,,,,,,,,,,,,,
USW00024233,4/26/2014,59,42,17,0,,,,,,,,,,,,,,,
USW00024233,4/27/2014,52,43,9,1,1,,,,,,,,,,,,,,
USW00024233,4/28/2014,61,40,21,0,,,,,,,,,,,,,,,
USW00024233,4/29/2014,77,49,28,0,,,,,,,,,,,,,,,
USW00024233,4/30/2014,82,49,33,0,,,,,,,,,,,,,,,
USW00024233,5/1/2014,85,52,33,0,,,,,,,,,,,,,,,
USW00024233,5/2/2014,65,51,14,0,,,,,,,,,,,,,,,
USW00024233,5/3/2014,59,48,11,1,1,,,,,,,,,,,,,,
USW00024233,5/4/2014,58,48,10,1,1,,,,,,,,,,,,,,
USW00024233,5/5/2014,60,49,11,1,1,,,,,,,,,,,,,,
USW00024233,5/6/2014,62,47,15,0,,,,,,,,,,,,,,,
USW00024233,5/7/2014,65,45,20,0,,,,,,,,,,,,,,,
USW00024233,5/8/2014,57,49,8,1,1,,,,,,,,,,,,,,
USW00024233,5/9/2014,56,45,11,0,,,,,,,,,,,,,,,
USW00024233,5/10/2014,60,45,15,1,1,,,,,,,,,,,,,,
USW00024233,5/11/2014,66,47,19,0,,,,,,,,,,,,,,,
USW00024233,5/12/2014,76,49,27,0,,,,,,,,,,,,,,,
USW00024233,5/13/2014,80,55,25,0,,,,,,,,,,,,,,,
USW00024233,5/14/2014,82,56,26,0,,,,,,,,,,,,,,,
USW00024233,5/15/2014,80,55,25,0,,,,,,,,,,,,,,,
USW00024233,5/16/2014,68,53,15,0,,,,,,,,,,,,,,,
USW00024233,5/17/2014,68,53,15,0,,,,,,,,,,,,,,,
USW00024233,5/18/2014,68,51,17,0,,,,,,,,,,,,,,,
USW00024233,5/19/2014,70,50,20,0,,,,,,,,,,,,,,,
USW00024233,5/20/2014,72,50,22,0,,,,,,,,,,,,,,,
USW00024233,5/21/2014,68,51,17,0,,,,,,,,,,,,,,,
USW00024233,5/22/2014,76,53,23,0,,,,,,,,,,,,,,,
USW00024233,5/23/2014,68,55,13,1,1,,,,,,,,,,,,,,
USW00024233,5/24/2014,65,52,13,0,,,,,,,,,,,,,,,
USW00024233,5/25/2014,59,51,8,1,1,,,,,,,,,,,,,,
USW00024233,5/26/2014,65,52,13,0,,,,,,,,,,,,,,,
USW00024233,5/27/2014,68,50,18,0,,,,,,,,,,,,,,,
USW00024233,5/28/2014,66,50,16,0,,,,,,,,,,,,,,,
USW00024233,5/29/2014,66,52,14,0,,,,,,,,,,,,,,,
USW00024233,5/30/2014,69,48,21,0,,,,,,,,,,,,,,,
USW00024233,5/31/2014,74,50,24,0,,,,,,,,,,,,,,,
USW00024233,6/1/2014,72,51,21,0,,,,,,,,,,,,,,,
USW00024233,6/2/2014,74,52,22,0,,,,,,,,,,,,,,,
USW00024233,6/3/2014,65,52,13,0,,,,,,,,,,,,,,,
USW00024233,6/4/2014,67,50,17,0,,,,,,,,,,,,,,,
USW00024233,6/5/2014,72,50,22,0,,,,,,,,,,,,,,,
USW00024233,6/6/2014,77,51,26,0,,,,,,,,,,,,,,,
USW00024233,6/7/2014,76,56,20,0,,,,,,,,,,,,,,,
USW00024233,6/8/2014,74,54,20,0,,,,,,,,,,,,,,,
USW00024233,6/9/2014,70,56,14,0,,,,,,,,,,,,,,,
USW00024233,6/10/2014,68,54,14,0,,,,,,,,,,,,,,,
USW00024233,6/11/2014,75,52,23,0,,,,,,,,,,,,,,,
USW00024233,6/12/2014,71,54,17,0,,,,,,,,,,,,,,,
USW00024233,6/13/2014,60,52,8,1,1,,,,,,,,,,,,,,
USW00024233,6/14/2014,64,53,11,0,,,,,,,,,,,,,,,
USW00024233,6/15/2014,65,50,15,1,1,,,,,,,,,,,,,,
USW00024233,6/16/2014,64,48,16,1,1,,,,,,,,,,,,,,
USW00024233,6/17/2014,64,50,14,1,1,,,,,,,,,,,,,,
USW00024233,6/18/2014,66,52,14,0,,,,,,,,,,,,,,,
USW00024233,6/19/2014,78,53,25,0,,,,,,,,,,,,,,,
USW00024233,6/20/2014,68,50,18,0,,,,,,,,,,,,,,,
USW00024233,6/21/2014,72,51,21,0,,,,,,,,,,,,,,,
USW00024233,6/22/2014,77,52,25,0,,,,,,,,,,,,,,,
USW00024233,6/23/2014,77,56,21,0,,,,,,,,,,,,,,,
USW00024233,6/24/2014,76,58,18,0,,,,,,,,,,,,,,,
USW00024233,6/25/2014,79,57,22,0,,,,,,,,,,,,,,,
USW00024233,6/26/2014,70,58,12,0,,,,,,,,,,,,,,,
USW00024233,6/27/2014,70,57,13,1,1,,,,,,,,,,,,,,
USW00024233,6/28/2014,68,56,12,1,1,,,,,,,,,,,,,,
USW00024233,6/29/2014,69,55,14,0,,,,,,,,,,,,,,,
